"zip","city","state","latitude","longitude","timezone","dst"
"12838","Hartford","NY","43.345875","-73.40651","-5","1"
"12839","Hudson Falls","NY","43.316622","-73.5735","-5","1"
"12841","Huletts Landing","NY","43.642332","-73.50948","-5","1"
"12842","Indian Lake","NY","43.761451","-74.26631","-5","1"
"12843","Johnsburg","NY","43.569961","-73.98345","-5","1"
"12844","Kattskill Bay","NY","43.495335","-73.62987","-5","1"
"12845","Lake George","NY","43.41928","-73.70766","-5","1"
"12846","Lake Luzerne","NY","43.329851","-73.82911","-5","1"
"12847","Long Lake","NY","43.97643","-74.56669","-5","1"
"12848","Middle Falls","NY","43.100123","-73.524554","-5","1"
"12849","Middle Granville","NY","43.433107","-73.29152","-5","1"
"12850","Middle Grove","NY","43.092312","-73.97033","-5","1"
"12851","Minerva","NY","43.841369","-74.03747","-5","1"
"12852","Newcomb","NY","43.972307","-74.15321","-5","1"
"12853","North Creek","NY","43.683067","-73.97457","-5","1"
"12854","North Granville","NY","43.452517","-73.34095","-5","1"
"12855","North Hudson","NY","43.996303","-73.72147","-5","1"
"12856","North River","NY","43.722082","-74.10546","-5","1"
"12857","Olmstedville","NY","43.795443","-73.93994","-5","1"
"12858","Paradox","NY","43.888754","-73.65812","-5","1"
"12859","Porter Corners","NY","43.182144","-73.88689","-5","1"
"12860","Pottersville","NY","43.719612","-73.81116","-5","1"
"12861","Putnam Station","NY","43.74531","-73.41569","-5","1"
"12862","Riparius","NY","43.675377","-73.932509","-5","1"
"12863","Rock City Falls","NY","43.067531","-73.93002","-5","1"
"12864","Sabael","NY","43.667618","-74.456913","-5","1"
"12865","Salem","NY","43.200351","-73.3526","-5","1"
"12866","Saratoga Springs","NY","43.080399","-73.77038","-5","1"
"12870","Schroon Lake","NY","43.835376","-73.75802","-5","1"
"12871","Schuylerville","NY","43.088919","-73.59633","-5","1"
"12872","Severance","NY","44.145678","-73.815204","-5","1"
"12873","Shushan","NY","43.11595","-73.31852","-5","1"
"12874","Silver Bay","NY","43.685475","-73.50767","-5","1"
"12877","Whitehall","NY","43.618466","-73.354596","-5","1"
"12878","Stony Creek","NY","43.426652","-73.96174","-5","1"
"12879","Newcomb","NY","44.145678","-73.815204","-5","1"
"12883","Ticonderoga","NY","43.858226","-73.45414","-5","1"
"12884","Victory Mills","NY","43.088397","-73.591652","-5","1"
"12885","Warrensburg","NY","43.538744","-73.80527","-5","1"
"12886","Wevertown","NY","43.638462","-73.91693","-5","1"
"12887","Whitehall","NY","43.547822","-73.38318","-5","1"
"12901","Plattsburgh","NY","44.693271","-73.46617","-5","1"
"12903","Plattsburgh","NY","44.683468","-73.44639","-5","1"
"12910","Altona","NY","44.879986","-73.65694","-5","1"
"12911","Keeseville","NY","44.530527","-73.46734","-5","1"
"12912","Au Sable Forks","NY","44.466008","-73.73441","-5","1"
"12913","Bloomingdale","NY","44.421547","-73.99256","-5","1"
"12914","Bombay","NY","44.927856","-74.60211","-5","1"
"12915","Brainardsville","NY","44.552725","-74.317958","-5","1"
"12916","Brushton","NY","44.830736","-74.51434","-5","1"
"12917","Burke","NY","44.915973","-74.16565","-5","1"
"12918","Cadyville","NY","44.692862","-73.66667","-5","1"
"12919","Champlain","NY","44.965887","-73.43636","-5","1"
"12920","Chateaugay","NY","44.901543","-74.06054","-5","1"
"12921","Chazy","NY","44.88821","-73.43225","-5","1"
"12922","Childwold","NY","44.224185","-74.76539","-5","1"
"12923","Churubusco","NY","44.948894","-73.96545","-5","1"
"12924","Keeseville","NY","44.706561","-73.744555","-5","1"
"12926","Constable","NY","44.953782","-74.32809","-5","1"
"12927","Cranberry Lake","NY","44.220971","-74.85053","-5","1"
"12928","Crown Point","NY","43.95037","-73.48357","-5","1"
"12929","Dannemora","NY","44.847709","-73.582317","-5","1"
"12930","Dickinson Center","NY","44.731571","-74.53485","-5","1"
"12932","Elizabethtown","NY","44.212623","-73.59542","-5","1"
"12933","Ellenburg","NY","44.881962","-73.963279","-5","1"
"12934","Ellenburg Center","NY","44.865972","-73.89584","-5","1"
"12935","Ellenburg Depot","NY","44.83218","-73.80001","-5","1"
"12936","Essex","NY","44.259479","-73.40591","-5","1"
"12937","Fort Covington","NY","44.972087","-74.48703","-5","1"
"12938","Pleasant Valley","NY","41.773053","-73.856116","-5","1"
"12939","Gabriels","NY","44.552725","-74.317958","-5","1"
"12941","Jay","NY","44.3919","-73.73028","-5","1"
"12942","Keene","NY","44.25462","-73.78934","-5","1"
"12943","Keene Valley","NY","44.171625","-73.78131","-5","1"
"12944","Keeseville","NY","44.483465","-73.4801","-5","1"
"12945","Lake Clear","NY","44.360566","-74.25801","-5","1"
"12946","Lake Placid","NY","44.292147","-73.95985","-5","1"
"12949","Lawrenceville","NY","44.746861","-74.660413","-5","1"
"12950","Lewis","NY","44.322102","-73.5404","-5","1"
"12952","Lyon Mountain","NY","44.715159","-73.91824","-5","1"
"12953","Malone","NY","44.813419","-74.2772","-5","1"
"12955","Lyon Mountain","NY","44.787489","-73.98702","-5","1"
"12956","Mineville","NY","44.088275","-73.51745","-5","1"
"12957","Moira","NY","44.833996","-74.5716","-5","1"
"12958","Mooers","NY","44.958106","-73.58022","-5","1"
"12959","Mooers Forks","NY","44.951443","-73.68023","-5","1"
"12960","Moriah","NY","44.025573","-73.51287","-5","1"
"12961","Moriah Center","NY","44.061849","-73.58384","-5","1"
"12962","Morrisonville","NY","44.711769","-73.58219","-5","1"
"12964","New Russia","NY","44.129094","-73.64792","-5","1"
"12965","Nicholville","NY","44.698253","-74.68843","-5","1"
"12966","North Bangor","NY","44.812315","-74.40784","-5","1"
"12967","North Lawrence","NY","44.784144","-74.66213","-5","1"
"12969","Owls Head","NY","44.711622","-74.09679","-5","1"
"12970","Paul Smiths","NY","44.454639","-74.28753","-5","1"
"12972","Peru","NY","44.563323","-73.52307","-5","1"
"12973","Piercefield","NY","44.234289","-74.555957","-5","1"
"12974","Port Henry","NY","44.041901","-73.46132","-5","1"
"12975","Port Kent","NY","44.526437","-73.409243","-5","1"
"12976","Rainbow Lake","NY","44.552725","-74.317958","-5","1"
"12977","Ray Brook","NY","44.145678","-73.815204","-5","1"
"12978","Redford","NY","44.664956","-73.761204","-5","1"
"12979","Rouses Point","NY","44.990606","-73.37017","-5","1"
"12980","Saint Regis Falls","NY","44.63091","-74.53721","-5","1"
"12981","Saranac","NY","44.617642","-73.81196","-5","1"
"12983","Saranac Lake","NY","44.324736","-74.16843","-5","1"
"12985","Schuyler Falls","NY","44.589583","-73.71355","-5","1"
"12986","Tupper Lake","NY","44.220344","-74.46299","-5","1"
"12987","Upper Jay","NY","44.329473","-73.79282","-5","1"
"12989","Vermontville","NY","44.519178","-74.06053","-5","1"
"12992","West Chazy","NY","44.819829","-73.51156","-5","1"
"12993","Westport","NY","44.195201","-73.47194","-5","1"
"12995","Whippleville","NY","44.805681","-74.252254","-5","1"
"12996","Willsboro","NY","44.373007","-73.40668","-5","1"
"12997","Wilmington","NY","44.145678","-73.815204","-5","1"
"12998","Witherbee","NY","44.08267","-73.530601","-5","1"
"13020","Apulia Station","NY","42.823968","-76.062425","-5","1"
"13021","Auburn","NY","42.922273","-76.55882","-5","1"
"13022","Auburn","NY","43.163364","-76.509567","-5","1"
"13024","Auburn","NY","43.163364","-76.509567","-5","1"
"13026","Aurora","NY","42.758088","-76.66998","-5","1"
"13027","Baldwinsville","NY","43.165134","-76.33901","-5","1"
"13028","Bernhards Bay","NY","43.279405","-75.93107","-5","1"
"13029","Brewerton","NY","43.225081","-76.13966","-5","1"
"13030","Bridgeport","NY","43.164297","-75.96057","-5","1"
"13031","Camillus","NY","43.039916","-76.28757","-5","1"
"13032","Canastota","NY","43.086439","-75.76484","-5","1"
"13033","Cato","NY","43.182054","-76.57176","-5","1"
"13034","Cayuga","NY","42.912846","-76.70818","-5","1"
"13035","Cazenovia","NY","42.938816","-75.83037","-5","1"
"13036","Central Square","NY","43.299689","-76.15144","-5","1"
"13037","Chittenango","NY","43.059992","-75.87116","-5","1"
"13039","Cicero","NY","43.171707","-76.09505","-5","1"
"13040","Cincinnatus","NY","42.560795","-75.93241","-5","1"
"13041","Clay","NY","43.1835","-76.18002","-5","1"
"13042","Cleveland","NY","43.252084","-75.84853","-5","1"
"13043","Clockville","NY","43.042044","-75.740848","-5","1"
"13044","Constantia","NY","43.28547","-76.00138","-5","1"
"13045","Cortland","NY","42.591109","-76.19217","-5","1"
"13051","Delphi Falls","NY","42.870698","-75.91128","-5","1"
"13052","De Ruyter","NY","42.728977","-75.86633","-5","1"
"13053","Dryden","NY","42.483348","-76.27901","-5","1"
"13054","Durhamville","NY","43.165514","-75.68091","-5","1"
"13056","East Homer","NY","42.677155","-76.105201","-5","1"
"13057","East Syracuse","NY","43.074266","-76.05538","-5","1"
"13060","Elbridge","NY","43.025843","-76.42589","-5","1"
"13061","Erieville","NY","42.859332","-75.74261","-5","1"
"13062","Etna","NY","42.484414","-76.38271","-5","1"
"13063","Fabius","NY","42.847248","-75.97818","-5","1"
"13064","Fair Haven","NY","43.431311","-76.200448","-5","1"
"13065","Fayette","NY","42.822662","-76.80197","-5","1"
"13066","Fayetteville","NY","43.028516","-76.00876","-5","1"
"13068","Freeville","NY","42.505075","-76.35283","-5","1"
"13069","Fulton","NY","43.32347","-76.40029","-5","1"
"13071","Genoa","NY","42.677418","-76.54154","-5","1"
"13072","Georgetown","NY","42.763823","-75.75188","-5","1"
"13073","Groton","NY","42.591961","-76.39345","-5","1"
"13074","Hannibal","NY","43.317683","-76.56767","-5","1"
"13076","Hastings","NY","43.354706","-76.14871","-5","1"
"13077","Homer","NY","42.680693","-76.18566","-5","1"
"13078","Jamesville","NY","42.973991","-76.07493","-5","1"
"13080","Jordan","NY","43.07446","-76.47874","-5","1"
"13081","King Ferry","NY","42.667102","-76.62939","-5","1"
"13082","Kirkville","NY","43.099547","-75.9619","-5","1"
"13083","Lacona","NY","43.647881","-76.0167","-5","1"
"13084","La Fayette","NY","42.883503","-76.10983","-5","1"
"13087","Little York","NY","42.706981","-76.156103","-5","1"
"13088","Liverpool","NY","43.105917","-76.19365","-5","1"
"13089","Liverpool","NY","43.02143","-76.197701","-5","1"
"13090","Liverpool","NY","43.152017","-76.22068","-5","1"
"13092","Locke","NY","42.643214","-76.42578","-5","1"
"13093","Lycoming","NY","43.431311","-76.200448","-5","1"
"13101","McGraw","NY","42.593363","-76.07789","-5","1"
"13102","McLean","NY","42.554215","-76.292723","-5","1"
"13103","Mallory","NY","43.339851","-76.096357","-5","1"
"13104","Manlius","NY","42.987329","-75.96763","-5","1"
"13107","Maple View","NY","43.457798","-76.153442","-5","1"
"13108","Marcellus","NY","42.979467","-76.33811","-5","1"
"13110","Marietta","NY","42.891595","-76.28318","-5","1"
"13111","Martville","NY","43.258952","-76.61441","-5","1"
"13112","Memphis","NY","43.105771","-76.41482","-5","1"
"13113","Meridian","NY","43.089111","-76.621747","-5","1"
"13114","Mexico","NY","43.468092","-76.2382","-5","1"
"13115","Minetto","NY","43.397671","-76.482365","-5","1"
"13116","Minoa","NY","43.077067","-76.00695","-5","1"
"13117","Montezuma","NY","43.002267","-76.704722","-5","1"
"13118","Moravia","NY","42.755698","-76.41226","-5","1"
"13119","Mottville","NY","42.97446","-76.440833","-5","1"
"13120","Nedrow","NY","42.950501","-76.15797","-5","1"
"13121","New Haven","NY","43.483379","-76.315044","-5","1"
"13122","New Woodstock","NY","42.837642","-75.84778","-5","1"
"13123","North Bay","NY","43.236407","-75.776918","-5","1"
"13124","North Pitcher","NY","42.639288","-75.82012","-5","1"
"13126","Oswego","NY","43.449201","-76.47992","-5","1"
"13129","Georgetown","NY","42.712735","-75.731391","-5","1"
"13131","Parish","NY","43.415157","-76.11416","-5","1"
"13132","Pennellville","NY","43.262012","-76.22912","-5","1"
"13133","Colesville","NY","42.216968","-75.724015","-5","1"
"13134","Peterboro","NY","42.968619","-75.679351","-5","1"
"13135","Phoenix","NY","43.235916","-76.31339","-5","1"
"13136","Pitcher","NY","42.607076","-75.85216","-5","1"
"13137","Plainville","NY","43.157653","-76.44698","-5","1"
"13138","Pompey","NY","42.89274","-76.026459","-5","1"
"13139","Poplar Ridge","NY","42.742057","-76.628454","-5","1"
"13140","Port Byron","NY","43.049797","-76.66055","-5","1"
"13141","Preble","NY","42.7707","-76.18642","-5","1"
"13142","Pulaski","NY","43.559926","-76.13619","-5","1"
"13143","Red Creek","NY","43.235909","-76.71545","-5","1"
"13144","Richland","NY","43.560754","-75.99069","-5","1"
"13145","Sandy Creek","NY","43.653475","-76.13214","-5","1"
"13146","Savannah","NY","43.09986","-76.75716","-5","1"
"13147","Scipio Center","NY","42.774714","-76.57045","-5","1"
"13148","Seneca Falls","NY","42.924166","-76.78366","-5","1"
"13149","Preble","NY","42.718259","-76.149045","-5","1"
"13152","Skaneateles","NY","42.897167","-76.38963","-5","1"
"13153","Skaneateles Falls","NY","42.991112","-76.451147","-5","1"
"13154","South Butler","NY","43.134425","-76.765591","-5","1"
"13155","South Otselic","NY","42.662648","-75.76265","-5","1"
"13156","Sterling","NY","43.337718","-76.6729","-5","1"
"13157","Sylvan Beach","NY","43.209147","-75.72307","-5","1"
"13158","Truxton","NY","42.717801","-75.97209","-5","1"
"13159","Tully","NY","42.802031","-76.12717","-5","1"
"13160","Union Springs","NY","42.832007","-76.66641","-5","1"
"13162","Verona Beach","NY","43.18852","-75.712551","-5","1"
"13163","Wampsville","NY","43.078461","-75.701639","-5","1"
"13164","Warners","NY","43.088699","-76.31946","-5","1"
"13165","Waterloo","NY","42.911377","-76.87027","-5","1"
"13166","Weedsport","NY","43.056292","-76.5563","-5","1"
"13167","West Monroe","NY","43.309645","-76.0552","-5","1"
"13201","Syracuse","NY","43.02143","-76.197701","-5","1"
"13202","Syracuse","NY","43.045066","-76.14994","-5","1"
"13203","Syracuse","NY","43.061116","-76.13733","-5","1"
"13204","Syracuse","NY","43.048966","-76.17536","-5","1"
"13205","Syracuse","NY","43.010916","-76.14501","-5","1"
"13206","Syracuse","NY","43.069866","-76.10724","-5","1"
"13207","Syracuse","NY","43.020116","-76.16406","-5","1"
"13208","Syracuse","NY","43.074566","-76.14747","-5","1"
"13209","Syracuse","NY","43.081324","-76.23488","-5","1"
"13210","Syracuse","NY","43.037166","-76.12653","-5","1"
"13211","Syracuse","NY","43.098917","-76.13688","-5","1"
"13212","Syracuse","NY","43.128534","-76.13931","-5","1"
"13214","Syracuse","NY","43.038099","-76.07635","-5","1"
"13215","Syracuse","NY","42.996804","-76.2177","-5","1"
"13217","Syracuse","NY","43.02143","-76.197701","-5","1"
"13218","Syracuse","NY","43.02143","-76.197701","-5","1"
"13219","Syracuse","NY","43.041566","-76.22072","-5","1"
"13220","Syracuse","NY","43.123415","-76.12823","-5","1"
"13221","Syracuse","NY","43.02143","-76.197701","-5","1"
"13224","Syracuse","NY","43.041866","-76.1032","-5","1"
"13225","Syracuse","NY","43.02143","-76.197701","-5","1"
"13244","Syracuse","NY","43.037716","-76.139646","-5","1"
"13250","Syracuse","NY","43.02143","-76.197701","-5","1"
"13251","Syracuse","NY","43.02143","-76.197701","-5","1"
"13252","Syracuse","NY","43.050966","-76.156696","-5","1"
"13260","Syracuse","NY","43.02143","-76.197701","-5","1"
"13261","Syracuse","NY","43.02143","-76.197701","-5","1"
"13290","Syracuse","NY","43.075066","-76.17411","-5","1"
"13301","Alder Creek","NY","43.419132","-75.21942","-5","1"
"13302","Altmar","NY","43.499843","-75.97716","-5","1"
"13303","Ava","NY","43.368235","-75.4688","-5","1"
"13304","Barneveld","NY","43.242724","-75.1659","-5","1"
"13305","Beaver Falls","NY","43.818705","-75.480342","-5","1"
"13308","Blossvale","NY","43.236303","-75.68087","-5","1"
"13309","Boonville","NY","43.484783","-75.33559","-5","1"
"13310","Bouckville","NY","42.88821","-75.5688","-5","1"
"13312","Brantingham","NY","43.689564","-75.27252","-5","1"
"13313","Bridgewater","NY","42.87896","-75.25569","-5","1"
"13314","Brookfield","NY","42.832184","-75.32106","-5","1"
"13315","Burlington Flats","NY","42.728271","-75.14144","-5","1"
"13316","Camden","NY","43.377083","-75.74261","-5","1"
"13317","Canajoharie","NY","42.86749","-74.57435","-5","1"
"13318","Cassville","NY","42.937739","-75.24946","-5","1"
"13319","Chadwicks","NY","43.029669","-75.27211","-5","1"
"13320","Cherry Valley","NY","42.772775","-74.7359","-5","1"
"13321","Clark Mills","NY","43.090027","-75.387088","-5","1"
"13322","Clayville","NY","42.969624","-75.22603","-5","1"
"13323","Clinton","NY","43.049536","-75.37656","-5","1"
"13324","Cold Brook","NY","43.317064","-74.97449","-5","1"
"13325","Constableville","NY","43.570028","-75.49047","-5","1"
"13326","Cooperstown","NY","42.703091","-74.91413","-5","1"
"13327","Croghan","NY","43.932489","-75.29084","-5","1"
"13328","Deansboro","NY","42.9843","-75.4224","-5","1"
"13329","Dolgeville","NY","43.11545","-74.74379","-5","1"
"13331","Eagle Bay","NY","43.822824","-74.87283","-5","1"
"13332","Earlville","NY","42.752447","-75.56997","-5","1"
"13333","East Springfield","NY","42.843048","-74.80882","-5","1"
"13334","Eaton","NY","42.83917","-75.65482","-5","1"
"13335","Edmeston","NY","42.694896","-75.24214","-5","1"
"13337","Fly Creek","NY","42.743186","-74.98164","-5","1"
"13338","Forestport","NY","43.506153","-75.07355","-5","1"
"13339","Fort Plain","NY","42.943602","-74.64717","-5","1"
"13340","Frankfort","NY","43.046471","-75.10019","-5","1"
"13341","Franklin Springs","NY","43.036802","-75.39115","-5","1"
"13342","Garrattsville","NY","42.64743","-75.17793","-5","1"
"13343","Glenfield","NY","43.743932","-75.34971","-5","1"
"13345","Greig","NY","43.818705","-75.480342","-5","1"
"13346","Hamilton","NY","42.820826","-75.54012","-5","1"
"13348","Hartwick","NY","42.708284","-75.0588","-5","1"
"13350","Herkimer","NY","43.038149","-74.9846","-5","1"
"13352","Hinckley","NY","43.328187","-75.117319","-5","1"
"13353","Hoffmeister","NY","43.392434","-74.72675","-5","1"
"13354","Holland Patent","NY","43.261526","-75.25705","-5","1"
"13355","Hubbardsville","NY","42.81488","-75.43424","-5","1"
"13357","Ilion","NY","42.992323","-75.0615","-5","1"
"13360","Inlet","NY","43.744906","-74.77476","-5","1"
